Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy (kcal);Protein (g);Carbohydrate (g);"Sugars, total (g)";Fiber, total dietary (g);Total Fat (g);Fatty acids, total saturated (g);Fatty acids, total monounsaturated (g);Fatty acids, total polyunsaturated (g);Cholesterol (mg);Retinol (mcg);Vitamin A, RAE (mcg_RAE);Carotene, alpha (mcg);Carotene, beta (mcg);Cryptoxanthin, beta (mcg);Lycopene (mcg);Lutein + zeaxanthin (mcg);Thiamin (mg);Riboflavin (mg);Niacin (mg);Vitamin B-6 (mg);Folic acid (mcg);Folate, food (mcg);Folate, DFE (mcg_DFE);Folate, total (mcg);Choline, total (mg);Vitamin B-12 (mcg);"Vitamin B-12, added (mcg)";Vitamin C (mg);Vitamin D (D2 + D3) (mcg);Vitamin E (alpha-tocopherol) (mg);"Vitamin E, added (mg)";Vitamin K (phylloquinone) (mcg);Calcium (mg);Phosphorus (mg);Magnesium (mg);"Iron (mg)";"Zinc (mg)";Copper (mg);Selenium (mcg);Potassium (mg);Sodium (mg);Caffeine (mg);Theobromine (mg);Alcohol (g);"4:0 (g)";"6:0(g)";"8:0(g)";"10:0(g)";"12:0(g)";"14:0(g)";"16:0(g)";"18:0(g)";"16:1(g)";"18:1(g)";"20:1(g)";"22:1(g)";"18:2(g)";"18:3(g)";"18:4(g)";"20:4(g)";"20:5 n-3(g)";"22:5 n-3(g)";"22:6 n-3(g)";"Water(g)"
11710967;Infant formula, powder, made with tap water (Store Brand);9404;Formula, prepared from powder;66;1.38;7.12;7.12;0;3.56;1.342;1.305;0.739;1;59;59;0;0;0;0;0;0.06;0.096;0.67;0.04;10;0;17;10;15.4;0.18;0.18;7;1;0.78;0.78;5.6;54;28;6;1.19;0.59;0.063;1.7;70;20;0;0;0;0;0.008;0.084;0.058;0.397;0.163;0.503;0.129;0.006;1.286;0.008;0.005;0.657;0.067;0;0.021;0;0;0.011;87.46
11710968;Infant formula, powder, made with plain bottled water (Store Brand);9404;Formula, prepared from powder;66;1.38;7.12;7.12;0;3.56;1.342;1.305;0.739;1;59;59;0;0;0;0;0;0.06;0.096;0.67;0.04;10;0;17;10;15.4;0.18;0.18;7;1;0.78;0.78;5.6;60;28;6;1.19;0.58;0.06;1.7;70;19;0;0;0;0;0.008;0.084;0.058;0.397;0.163;0.503;0.129;0.006;1.286;0.008;0.005;0.657;0.067;0;0.021;0;0;0.011;87.53
11710969;Infant formula, powder, made with baby water (Store Brand);9404;Formula, prepared from powder;66;1.38;7.12;7.12;0;3.56;1.342;1.305;0.739;1;59;59;0;0;0;0;0;0.06;0.096;0.67;0.04;10;0;17;10;15.4;0.18;0.18;7;1;0.78;0.78;5.6;51;28;5;1.19;0.58;0.054;1.7;70;17;0;0;0;0;0.008;0.084;0.058;0.397;0.163;0.503;0.129;0.006;1.286;0.008;0.005;0.657;0.067;0;0.021;0;0;0.011;87.46
11720310;Infant formula, NS as to form (Enfamil ProSobee);9402;Formula, ready-to-feed;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720311;Infant formula, ready-to-feed (Enfamil ProSobee);9402;Formula, ready-to-feed;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720312;Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee);9406;Formula, prepared from concentrate;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720313;Infant formula, powder, made with water, NFS (Enfamil ProSobee);9404;Formula, prepared from powder;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720314;Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee);9406;Formula, prepared from concentrate;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720315;Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee);9406;Formula, prepared from concentrate;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;77;54;9;1.23;0.78;0.055;1.7;78;24;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.49
11720316;Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee);9406;Formula, prepared from concentrate;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;69;54;7;1.23;0.78;0.049;1.7;78;22;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720317;Infant formula, powder, made with tap water (Enfamil ProSobee);9404;Formula, prepared from powder;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;71;54;8;1.23;0.78;0.058;1.7;78;26;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720318;Infant formula, powder, made with plain bottled water (Enfamil ProSobee);9404;Formula, prepared from powder;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;77;54;9;1.23;0.78;0.055;1.7;78;24;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.49
11720319;Infant formula, powder, made with baby water (Enfamil ProSobee);9404;Formula, prepared from powder;66;1.62;6.86;6.86;0;3.49;1.471;1.336;0.673;0;56;56;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.8;0.18;0.18;7.8;1;0.83;0.83;5.2;69;54;7;1.23;0.78;0.049;1.7;78;22;0;0;0;0;0.004;0.056;0.041;0.324;0.144;0.764;0.14;0.003;1.333;0;0;0.608;0.044;0;0.022;0;0;0.011;87.42
11720320;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy);9402;Formula, ready-to-feed;62;2.07;7.4;7.4;0;2.77;0.821;0.698;0.365;0;57;57;0;0;0;0;0;0.05;0.057;0.621;0.037;10;0;17;10;15.1;0.19;0.19;7.5;0.9;0.56;0.56;5;125;82;8;1.25;0.76;0.056;1.8;75;26;0;0;0;0;0.065;0.026;0.02;0.163;0.072;0.404;0.072;0.006;0.678;0.006;0.006;0.313;0.033;0;0.013;0;0;0.006;87.05
11720323;Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy);9404;Formula, prepared from powder;62;2.07;7.4;7.4;0;2.77;0.821;0.698;0.365;0;57;57;0;0;0;0;0;0.05;0.057;0.621;0.037;10;0;17;10;15.1;0.19;0.19;7.5;0.9;0.56;0.56;5;125;82;8;1.25;0.76;0.056;1.8;75;26;0;0;0;0;0.065;0.026;0.02;0.163;0.072;0.404;0.072;0.006;0.678;0.006;0.006;0.313;0.033;0;0.013;0;0;0.006;87.05
11720410;Infant formula, NS as to form (Similac Isomil Soy);9402;Formula, ready-to-feed;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720411;Infant formula, ready-to-feed (Similac Isomil Soy);9402;Formula, ready-to-feed;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720412;Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy);9406;Formula, prepared from concentrate;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720413;Infant formula, powder, made with water, NFS (Similac Isomil Soy);9404;Formula, prepared from powder;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720414;Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy);9406;Formula, prepared from concentrate;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720415;Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy);9406;Formula, prepared from concentrate;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;77;48;7;1.16;0.48;0.055;1.4;70;30;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.74
11720416;Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy);9406;Formula, prepared from concentrate;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;68;48;5;1.16;0.48;0.048;1.4;70;28;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720417;Infant formula, powder, made with tap water (Similac Isomil Soy);9404;Formula, prepared from powder;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;70;48;6;1.16;0.49;0.057;1.4;70;32;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720418;Infant formula, powder, made with plain bottled water (Similac Isomil Soy);9404;Formula, prepared from powder;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;77;48;7;1.16;0.48;0.055;1.4;70;30;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.74
11720419;Infant formula, powder, made with baby water (Similac Isomil Soy);9404;Formula, prepared from powder;65;1.58;6.73;6.65;0;3.53;1.151;1.353;0.827;0;58;58;0;0;0;0;0;0.039;0.058;0.872;0.039;10;0;16;10;15.1;0.29;0.29;5.8;1;0.64;0.64;7.1;68;48;5;1.16;0.48;0.048;1.4;70;28;0;0;0;0;0.008;0.089;0.061;0.445;0.174;0.259;0.115;0.002;1.344;0.007;0;0.742;0.085;0;0.023;0;0;0.012;87.67
11720430;Infant formula, NS as to form (Similac Expert Care for Diarrhea);9402;Formula, ready-to-feed;66;1.76;6.67;6.66;0.7;3.6;1.477;1.293;0.685;0;60;60;0;0;0;0;0;0.039;0.059;0.885;0.039;10;0;17;10;7.9;0.3;0.3;5.9;1;0.44;0.44;7.2;69;49;5;1.18;0.49;0.049;1.2;71;29;0;0;0;0;0.009;0.058;0.039;0.318;0.145;0.762;0.145;0.009;1.284;0;0;0.598;0.058;0;0.019;0;0;0.009;87.78
11720431;Infant formula, ready-to-feed (Similac Expert Care for Diarrhea);9402;Formula, ready-to-feed;66;1.76;6.67;6.66;0.7;3.6;1.477;1.293;0.685;0;60;60;0;0;0;0;0;0.039;0.059;0.885;0.039;10;0;17;10;7.9;0.3;0.3;5.9;1;0.44;0.44;7.2;69;49;5;1.18;0.49;0.049;1.2;71;29;0;0;0;0;0.009;0.058;0.039;0.318;0.145;0.762;0.145;0.009;1.284;0;0;0.598;0.058;0;0.019;0;0;0.009;87.78
11720610;Infant formula, NS as to form (Gerber Good Start Soy);9402;Formula, ready-to-feed;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720611;Infant formula, ready-to-feed (Gerber Good Start Soy);9402;Formula, ready-to-feed;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720612;Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy);9406;Formula, prepared from concentrate;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720613;Infant formula, powder, made with water, NFS (Gerber Good Start Soy);9404;Formula, prepared from powder;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720614;Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy);9406;Formula, prepared from concentrate;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720615;Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy);9406;Formula, prepared from concentrate;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;77;41;9;1.18;0.59;0.058;2;76;28;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.24
11720616;Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy);9406;Formula, prepared from concentrate;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;69;41;7;1.18;0.59;0.052;2;76;26;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720617;Infant formula, powder, made with tap water (Gerber Good Start Soy);9404;Formula, prepared from powder;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;71;41;8;1.18;0.6;0.061;2;76;30;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720618;Infant formula, powder, made with plain bottled water (Gerber Good Start Soy);9404;Formula, prepared from powder;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;77;41;9;1.18;0.59;0.058;2;76;28;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.24
11720619;Infant formula, powder, made with baby water (Gerber Good Start Soy);9404;Formula, prepared from powder;66;1.63;7.27;5.8;0;3.35;1.438;1.059;0.784;1;59;59;0;0;0;0;0;0.039;0.062;0.884;0.039;10;0;18;10;15.7;0.2;0.2;7.9;1;0.96;0.96;5.9;69;41;7;1.18;0.59;0.052;2;76;26;0;0;0;0;0.004;0.052;0.039;0.314;0.131;0.758;0.131;0.007;1.032;0.005;0.001;0.614;0.065;0;0.023;0;0;0.012;87.17
11720620;Infant formula, NS as to form (Gerber Graduates Soy);9402;Formula, ready-to-feed;65;1.84;7.15;7.14;0;3.28;1.399;1.187;0.694;0;60;60;0;0;0;0;0;0.039;0.062;0.689;0.039;10;0;17;10;15.7;0.2;0.2;7.9;1;0.89;0.89;5.9;125;70;7;1.31;0.59;0.049;2;76;26;0;0;0;0;0.004;0.05;0.039;0.307;0.128;0.743;0.128;0.006;1.079;0.051;0.051;0.602;0.064;0;0.019;0;0;0.009;87.68
11720800;Infant formula, NS as to form (Store Brand Soy);9402;Formula, ready-to-feed;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;71;51;7;1.2;0.64;0.058;1.5;74;29;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11720801;Infant formula, ready-to-feed (Store brand Soy);9402;Formula, ready-to-feed;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;71;51;7;1.2;0.64;0.058;1.5;74;29;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11720802;Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy);9406;Formula, prepared from concentrate;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;71;51;7;1.2;0.64;0.058;1.5;74;29;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11720803;Infant formula, powder, made with water, NFS (Store Brand Soy);9404;Formula, prepared from powder;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;71;51;7;1.2;0.64;0.058;1.5;74;29;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11720807;Infant formula, powder, made with tap water (Store Brand Soy);9404;Formula, prepared from powder;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;71;51;7;1.2;0.64;0.058;1.5;74;29;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11720808;Infant formula, powder, made with plain bottled water (Store Brand Soy);9404;Formula, prepared from powder;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;77;51;8;1.2;0.63;0.055;1.5;74;27;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.62
11720809;Infant formula, powder, made with baby water (Store Brand Soy);9404;Formula, prepared from powder;65;1.6;6.79;6.76;0;3.51;1.312;1.344;0.75;0;57;57;0;0;0;0;0;0.045;0.058;0.759;0.039;10;0;17;10;15.4;0.24;0.24;6.8;1;0.73;0.73;6.1;68;51;6;1.2;0.63;0.049;1.5;74;25;0;0;0;0;0.006;0.072;0.051;0.384;0.159;0.512;0.127;0.002;1.338;0.004;0;0.675;0.064;0;0.023;0;0;0.012;87.55
11740310;Infant formula, NS as to form (Enfamil Nutramigen);9402;Formula, ready-to-feed;64;1.8;6.6;6.6;0;3.36;1.422;1.246;0.67;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;17;10;15.7;0.19;0.19;7.8;0.8;0.85;0.85;5.2;63;40;8;1.15;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.053;0.04;0.311;0.138;0.738;0.138;0.004;1.242;0;0;0.582;0.056;0;0.022;0;0;0.01;87.41
11740311;Infant formula, ready-to-feed (Enfamil Nutramigen);9402;Formula, ready-to-feed;64;1.8;6.6;6.6;0;3.36;1.422;1.246;0.67;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;17;10;15.7;0.19;0.19;7.8;0.8;0.85;0.85;5.2;63;40;8;1.15;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.053;0.04;0.311;0.138;0.738;0.138;0.004;1.242;0;0;0.582;0.056;0;0.022;0;0;0.01;87.41
11740312;Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen);9406;Formula, prepared from concentrate;64;1.8;6.6;6.6;0;3.36;1.422;1.246;0.67;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;17;10;15.7;0.19;0.19;7.8;0.8;0.85;0.85;5.2;63;40;8;1.15;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.053;0.04;0.311;0.138;0.738;0.138;0.004;1.242;0;0;0.582;0.056;0;0.022;0;0;0.01;87.41
11740313;Infant formula, powder, made with water, NFS (Enfamil Nutramigen);9404;Formula, prepared from powder;64;1.8;6.6;6.6;0;3.36;1.422;1.246;0.67;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;17;10;15.7;0.19;0.19;7.8;0.8;0.85;0.85;5.2;63;40;8;1.15;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.053;0.04;0.311;0.138;0.738;0.138;0.004;1.242;0;0;0.582;0.056;0;0.022;0;0;0.01;87.41
11740320;Infant formula, NS as to form (PurAmino);9402;Formula, ready-to-feed;65;1.81;6.6;6.6;0;3.36;1.399;1.226;0.659;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.4;0.19;0.19;7.8;0.8;0.58;0.58;5.2;63;34;8;1.16;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.052;0.039;0.306;0.136;0.726;0.136;0.004;1.222;0;0;0.573;0.055;0;0.022;0;0;0.01;87.49
11740323;Infant formula, powder, made with water, NFS (PurAmino);9404;Formula, prepared from powder;65;1.81;6.6;6.6;0;3.36;1.399;1.226;0.659;0;58;58;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.4;0.19;0.19;7.8;0.8;0.58;0.58;5.2;63;34;8;1.16;0.66;0.057;1.8;71;33;0;0;0;0;0.004;0.052;0.039;0.306;0.136;0.726;0.136;0.004;1.222;0;0;0.573;0.055;0;0.022;0;0;0.01;87.49
11740400;Infant formula, NS as to form (Enfamil Pregestimil);9402;Formula, ready-to-feed;67;1.81;6.83;6.6;0;3.62;2.174;0.595;0.841;0;74;74;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.5;0.19;0.19;7.8;0.9;1.73;1.73;7.8;78;49;8;1.22;0.66;0.058;1.8;71;35;0;0;0;0;0.019;1.411;0.531;0.009;0;0.149;0.052;0;0.595;0;0;0.764;0.076;0;0;0;0;0;87.23
11740401;Infant formula, ready-to-feed (Enfamil Pregestimil);9402;Formula, ready-to-feed;67;1.81;6.83;6.6;0;3.62;2.174;0.595;0.841;0;74;74;0;0;0;0;0;0.052;0.058;0.647;0.039;10;0;18;10;15.5;0.19;0.19;7.8;0.9;1.73;1.73;7.8;78;49;8;1.22;0.66;0.058;1.8;71;35;0;0;0;0;0.019;1.411;0.531;0.009;0;0.149;0.052;0;0.595;0;0;0.764;0.076;0;0;0;0;0;87.23
